nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2002,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2003,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2004,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2005,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2006,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2007,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2008,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2009,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2010,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2011,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2012,0
nuclear-energy-consumption-per-capita,Kazakhstan,KWh/Person,2013,0
